Ticker:,The earliest date of price,The latest date of price,Average daily trading volume in USD,Average daily trading volume in USD for 180 days starting 2 years ago
MSEX,2005-07-15,2020-07-10,9118.675,3083.968
MSFT,2005-07-15,2020-07-10,16587354.004,11491788.782
MSGN,2015-07-27,2020-07-10,126132.698,264995.251
MSI,2005-07-15,2020-07-10,1561926.266,3118759.477
MSM,2005-07-15,2020-07-10,215742.372,81390.591
MSN,2005-07-15,2020-07-10,519.332,440.768
MSON,2005-07-15,2020-07-10,2016.788,3186.918
MSTR,2005-07-15,2020-07-10,150943.58,303153.237
MTB,2005-07-15,2020-07-10,678573.653,174620.843
MTCH,2005-07-15,2020-07-10,671670.621,731334.611
MTD,2005-07-15,2020-07-10,403670.781,118626.648
MTDR,2012-02-02,2020-07-10,258831.97,21221.232
MTEM,2008-08-20,2020-07-10,21628.432,611.719
MTEX,2005-07-15,2020-07-10,5465.019,22767.396
MTG,2005-07-15,2020-07-10,452101.62,435325.636
MTH,2005-07-15,2020-07-10,183163.259,359764.924
MTN,2005-07-15,2020-07-10,249036.734,70126.562
MTNB,2014-07-23,2020-07-10,6850.492,129.409
MTOR,2011-03-30,2020-07-10,150638.679,212976.387
MTRN,2011-03-08,2020-07-10,34536.342,42924.983
MTRX,2005-07-15,2020-07-10,35919.929,24418.779
MTSC,2005-07-15,2020-07-10,31235.751,29505.508
MTSI,2012-03-15,2020-07-10,125987.586,18276.637
MTW,2005-07-15,2020-07-10,349149.898,165871.886
MTX,2005-07-15,2020-07-10,80926.452,61001.56
MTZ,2005-07-15,2020-07-10,198884.266,32927.563
MU,2009-12-30,2020-07-10,7117100.089,3007719.891
MUR,2005-07-15,2020-07-10,673774.168,472807.473
MUSA,2013-08-19,2020-07-10,235484.222,230004.423
MUX,2012-01-27,2020-07-10,63778.916,87085.897
MVBF,2010-06-28,2020-07-10,1215.065,245.862
MVIS,2005-07-15,2020-07-10,17758.643,8699.22
MWA,2006-05-26,2020-07-10,77516.265,103693.548
MXIM,2005-07-15,2020-07-10,761012.582,1040104.401
MXL,2010-03-24,2020-07-10,72944.231,27941.523
MYE,2005-07-15,2020-07-10,16256.195,10679.729
MYGN,2005-07-15,2020-07-10,300248.274,73497.674
MYL,2008-12-29,2020-07-10,1732644.522,1043183.88
MYOK,2015-10-29,2020-07-10,130860.31,9074.18
MYOS,2014-07-10,2020-07-10,7852.538,693.475
MYRG,2008-09-09,2020-07-10,26174.603,15053.721
NAII,2005-07-15,2020-07-10,1433.811,946.417
NATH,2005-07-15,2020-07-10,3464.603,517.874
NATI,2005-07-15,2020-07-10,105561.638,60497.011
NATR,2009-10-12,2020-07-10,2726.004,1087.973
NAV,2005-07-15,2020-07-10,344258.784,212434.65
NAVB,2011-02-10,2020-07-10,13942.012,39339.253
NAVI,2014-04-17,2020-07-10,301068.303,338063.599
NBEV,2014-08-14,2020-07-10,111211.686,156.404
NBHC,2012-09-20,2020-07-10,36371.847,25592.708
NBIX,2005-07-15,2020-07-10,246801.015,300476.608
NBL,2005-07-15,2020-07-10,1117810.038,555141.809
NBN,2007-09-11,2020-07-10,2093.006,280.277
NBR,2005-07-15,2020-07-10,962994.555,1558180.785
NBSE,2013-06-13,2020-07-10,13634.655,8868.204
NBTB,2005-07-15,2020-07-10,20725.999,6177.339
NBY,2007-10-26,2020-07-10,3924.295,734.285
NC,2005-07-15,2020-07-10,15579.56,18631.431
NCBS,2013-05-17,2020-07-10,5901.397,257.667
NCLH,2013-01-18,2020-07-10,1037464.098,181650.006
NCMI,2007-02-08,2020-07-10,27335.72,59940.032
NCR,2005-07-15,2020-07-10,397090.002,448278.963
NCSM,2017-04-28,2020-07-10,13324.566,30663.4
NDAQ,2005-07-15,2020-07-10,544589.84,392434.694
NDLS,2013-06-28,2020-07-10,53155.224,203902.255
NDSN,2005-07-15,2020-07-10,164927.974,54901.152
NE,2005-07-18,2020-07-10,1056604.276,1221609.822
NEE,2010-06-24,2020-07-10,1799193.106,690221.191
NEM,2005-07-15,2020-07-10,2541652.976,2446053.201
NEO,2012-12-10,2020-07-10,60803.168,7637.636
NEOG,2005-07-15,2020-07-10,50347.018,2637.578
NEON,2007-08-14,2020-07-10,2047.147,1553.639
NEOS,2015-07-23,2020-07-10,18314.723,23606.944
NERV,2014-07-01,2020-07-10,24687.28,7943.706
NETE,2012-10-03,2020-07-10,18140.759,244.706
NEU,2005-07-15,2020-07-10,108891.158,18257.378
NEWR,2014-12-12,2020-07-10,317445.556,80929.796
NFBK,2007-11-08,2020-07-10,12415.86,6464.753
NFG,2005-07-15,2020-07-10,191955.907,83419.059
NFLX,2005-07-15,2020-07-10,9200029.004,344242.613
NGHC,2014-02-21,2020-07-10,53164.796,34072.233
NGS,2005-07-15,2020-07-10,18112.264,124747.058
NGVC,2012-07-25,2020-07-10,21380.566,32359.12
NGVT,2016-05-02,2020-07-10,179276.357,180151.107
NHC,2005-07-15,2020-07-10,9484.947,1384.26
NHI,2005-07-15,2020-07-10,58893.27,6697.544
NHTC,2009-11-11,2020-07-10,15754.452,1.307
NI,2005-07-15,2020-07-10,455132.235,132548.779
NICK,2005-07-15,2020-07-10,2193.739,2272.222
NINE,2018-01-19,2020-07-10,31543.093,55908.957
NJR,2005-07-15,2020-07-10,96039.765,31833.598
NK,2015-07-28,2020-07-10,39012.906,95638.305
NKE,2005-07-15,2020-07-10,2937775.993,1230903.193
NKSH,2005-07-15,2020-07-10,1948.019,542.928
NKTR,2005-07-15,2020-07-10,292359.777,276079.242
NL,2005-07-15,2020-07-10,3817.453,14780.317
NLS,2005-07-15,2020-07-10,36350.193,120544.547
NLTX,2014-03-07,2020-07-10,26383.597,4198.445
NLY,2005-07-15,2020-07-10,575134.115,33756.915
NMIH,2013-11-08,2020-07-10,62328.259,26376.32
NMRK,2017-12-15,2020-07-10,73738.261,55762.352
NNBR,2005-07-15,2020-07-10,18858.877,4336.235
NNI,2005-07-15,2020-07-10,30797.231,32146.945
NNN,2005-07-15,2020-07-10,239358.792,18050.107
NNVC,2013-09-25,2020-07-10,24327.6,12920.954
NOC,2005-07-15,2020-07-10,1341228.725,581173.27
NODK,2017-03-16,2020-07-10,3359.31,8096.76
NOG,2008-03-26,2020-07-10,111049.297,42181.072
NOV,2005-07-15,2020-07-10,1935485.591,1104629.337
NOVT,2011-02-14,2020-07-10,40251.445,16965.437
NOW,2012-06-29,2020-07-10,1832089.05,304342.383
NP,2005-07-15,2020-07-10,29597.744,27272.343
NPK,2005-07-15,2020-07-10,15607.454,1792.25
NPO,2005-07-15,2020-07-10,66064.468,54236.782
NPTN,2011-02-02,2020-07-10,43461.197,25533.833
NR,2005-07-15,2020-07-10,54024.712,49336.069
NRC,2013-05-23,2020-07-10,5910.149,3542.991
NRG,2005-07-15,2020-07-10,881685.177,478983.417
NRIM,2005-07-15,2020-07-10,2589.023,875.37
NRZ,2013-05-02,2020-07-10,322045.333,71045.274
NSA,2015-04-23,2020-07-10,78115.529,34843.007
NSC,2005-07-15,2020-07-10,1533926.201,632778.785
NSEC,2005-07-18,2020-07-06,226.919,185.715
NSIT,2005-07-15,2020-07-10,56287.68,62496.22
NSP,2011-03-09,2020-07-10,114847.943,22600.381
NSSC,2005-07-15,2020-07-10,5712.744,10359.176
NSTG,2013-06-26,2020-07-10,38873.498,14272.172
NTAP,2005-07-15,2020-07-10,1485009.013,1078681.348
NTCT,2005-07-15,2020-07-10,99283.783,4695.096
NTGR,2005-07-15,2020-07-10,129163.73,146565.922
NTIC,2008-06-30,2020-07-10,876.791,533.473
NTIP,2005-07-15,2020-07-10,804.226,397.367
NTLA,2016-05-06,2020-07-10,102146.974,55836.281
NTN,2005-07-15,2020-07-10,926.695,1709.739
NTNX,2016-09-30,2020-07-10,1016847.379,616068.264
NTRA,2015-07-02,2020-07-10,87753.615,47058.904
NTRS,2005-07-15,2020-07-10,760013.127,368478.808
NTUS,2005-07-15,2020-07-10,57373.983,24876.904
NTWK,2005-07-15,2020-07-10,5312.357,1891.061
NUAN,2005-07-15,2020-07-10,485116.916,99588.66
NUE,2005-07-15,2020-07-10,1241103.12,943202.914
NURO,2005-07-15,2020-07-10,4063.451,3468.053
NUS,2005-07-15,2020-07-10,280595.806,54190.237
NUVA,2005-07-15,2020-07-10,223821.7,42573.36
NVAX,2005-07-15,2020-07-10,204490.723,245114.216
NVDA,2005-07-15,2020-07-10,7200776.326,1478514.343
NVEC,2005-07-15,2020-07-10,16989.586,9426.154
NVEE,2013-09-30,2020-07-10,28625.904,381.276
NVFY,2012-07-23,2020-07-10,1006.887,777.812
NVIV,2015-04-20,2020-07-10,10572.093,33437.729
NVR,2005-07-15,2020-07-10,2259402.087,485136.829
NVRO,2014-11-06,2020-07-10,298740.356,112730.4
NVT,2018-04-17,2020-07-10,255995.568,301681.2
NVTA,2015-02-12,2020-07-10,148360.448,24757.262
NVUS,2014-09-17,2020-07-10,9118.529,34681.692
NWBI,2005-07-15,2020-07-10,43397.899,3802.201
NWE,2008-05-01,2020-07-10,96347.898,47309.677
NWFL,2005-07-15,2020-07-10,864.017,227.402
NWHM,2014-01-31,2020-07-10,6866.285,11600.668
NWL,2018-12-11,2020-07-10,725912.214,886880.062
NWLI,2015-10-02,2020-07-10,12978.05,10174.522
NWN,2005-07-18,2020-07-10,49624.655,25857.257
NWPX,2005-07-15,2020-07-10,15980.807,2951.6
NWS,2013-06-19,2020-07-10,110796.463,211585.633
NWSA,2013-06-19,2020-07-10,404700.655,882365.637
NX,2008-04-14,2020-07-10,38054.176,34236.851
NXGN,2005-07-15,2020-07-10,93824.122,151493.353
NXRT,2015-03-19,2020-07-10,28023.43,15463.918
NXST,2005-07-15,2020-07-10,141783.293,2398.796
NXTD,2014-09-10,2020-07-10,12880.991,11722.088
NYCB,2005-07-15,2020-07-10,341401.179,87927.6
NYMT,2008-06-05,2020-07-10,51721.349,88.735
NYT,2005-07-15,2020-07-10,213205.698,238977.462
O,2005-07-15,2020-07-10,501841.854,32083.678
OAS,2010-06-17,2020-07-10,711396.696,155051.531
OBCI,2005-07-18,2020-07-10,1373.142,365.503
OBNK,2018-05-09,2020-07-10,20653.303,33874.939
OC,2006-09-20,2020-07-10,487390.793,124343.65
OCC,2005-07-15,2020-07-10,549.007,1487.885
OCFC,2005-07-15,2020-07-10,13004.036,2407.895
OCN,2005-07-15,2020-07-10,208607.936,14430.211
OCUL,2014-07-25,2020-07-10,41286.162,40426.654
OCX,2015-12-31,2020-07-10,6837.065,1052.13
ODC,2005-07-15,2020-07-10,2065.196,631.433
ODFL,2005-07-15,2020-07-10,299921.736,61142.088
ODP,2014-09-26,2020-07-10,283503.619,617528.753
ODT,2017-12-07,2020-07-10,16770.99,12316.805
OESX,2007-12-19,2020-07-10,7092.753,32863.741
OFC,2005-07-15,2020-07-10,145293.592,32166.944
OFED,2011-01-14,2020-07-10,501.749,559.034
OFG,2005-07-15,2020-07-10,35052.396,12506.316
OFIX,2005-07-15,2020-07-10,42964.149,15120.144
OFLX,2005-08-01,2020-07-10,2430.171,989.054
OGE,2005-07-15,2020-07-10,222277.824,37173.076
OGEN,2005-07-15,2020-07-10,5759.07,69.344
OGS,2014-01-16,2020-07-10,120654.354,125304.191
OHI,2005-07-15,2020-07-10,241336.645,12408.806
OI,2005-07-18,2020-07-10,398883.844,292265.903
OII,2005-07-15,2020-07-10,373109.652,128648.525
OIS,2005-07-15,2020-07-10,316356.376,234403.594
OKE,2005-07-15,2020-07-10,569049.219,112076.433
OKTA,2017-04-07,2020-07-10,1232095.741,162577.08
OLED,2013-06-24,2020-07-10,578637.565,196603.474
OLLI,2015-07-16,2020-07-10,389491.179,77186.712
OLN,2005-07-15,2020-07-10,239489.309,56430.984
OLP,2005-07-15,2020-07-10,4882.184,1449.459
OMC,2005-07-15,2020-07-10,886374.9,521833.411
OMCL,2005-07-15,2020-07-10,72279.543,18793.337
OMER,2009-10-09,2020-07-10,64033.138,4015.355
OMEX,2005-07-15,2020-07-10,9099.984,5873.417
OMF,2013-10-16,2020-07-10,154592.978,82387.88
OMI,2005-07-15,2020-07-10,121327.494,34203.712
ON,2005-07-15,2020-07-10,712950.868,151822.099
ONB,2013-08-14,2020-07-10,102477.677,62261.411
ONCS,2015-05-29,2020-07-10,8866.066,6012.636
ONCT,2005-07-15,2020-07-10,13861.99,6856.957
ONDK,2014-12-17,2020-07-10,35240.143,89971.57
ONTX,2013-07-25,2020-07-10,13568.126,40955.297
ONVO,2016-08-08,2020-07-10,16089.526,40280.896
OOMA,2015-07-17,2020-07-10,9860.556,9250.136
OPGN,2015-05-05,2020-07-10,11060.11,416.472
OPI,2016-07-01,2020-07-10,95525.457,81091.885
OPK,2016-06-24,2020-07-10,232317.866,351818.393
OPOF,2005-07-15,2020-07-10,734.084,463.605
OPRX,2008-04-30,2020-07-10,2051.365,23.027
OPTN,2017-10-13,2020-07-10,24532.474,34597.062
OPTT,2007-04-25,2020-07-10,12897.605,14641.189
OPY,2005-07-15,2020-07-10,8239.935,1406.237
ORA,2005-07-15,2020-07-10,62370.535,28536.49
ORBC,2006-11-03,2020-07-10,22101.849,34663.599
ORC,2013-02-14,2020-07-10,28538.861,766.991
ORCL,2005-07-15,2020-07-10,6168917.439,4656677.982
ORGO,2017-01-05,2020-07-10,7409.81,8834.188
ORI,2005-07-15,2020-07-10,159598.881,57218.445
ORLY,2005-07-15,2020-07-10,1035646.56,123494.132
ORN,2007-12-20,2020-07-10,17370.645,14219.401
ORRF,2009-04-28,2020-07-10,2561.353,4209.128
OSBC,2005-07-15,2020-07-10,6144.322,6000.231
OSG,2015-12-01,2020-07-10,16723.886,21626.15
OSIS,2005-07-15,2020-07-10,82823.28,26035.825
OSK,2005-07-15,2020-07-10,336481.721,131969.94
OSPN,2018-06-05,2020-07-10,37455.183,34961.238
OSTK,2005-07-15,2020-07-10,186544.769,201924.611
OSUR,2005-07-15,2020-07-10,45052.505,79461.219
OSW,2019-03-21,2020-07-10,71735.181,68200.335
OTEL,2013-05-28,2020-07-10,793.376,1020.927
OTIC,2014-08-13,2020-07-10,27158.17,50501.192
OTTR,2005-07-15,2020-07-10,23756.982,12093.434
OUT,2014-03-28,2020-07-10,198460.404,335492.325
OVBC,2005-07-15,2020-07-10,889.365,286.157
OVLY,2009-01-15,2020-07-10,587.402,100.339
OXM,2005-07-15,2020-07-10,61106.947,69227.025
OXY,2005-07-15,2020-07-10,2817563.463,1624893.169
OZK,2005-07-15,2020-07-10,152072.809,11357.903
PACB,2010-10-27,2020-07-10,61086.883,38052.288
PACW,2008-05-14,2020-07-10,162258.792,59711.468
PAG,2005-07-15,2020-07-10,124827.64,65992.817
PAHC,2014-04-11,2020-07-10,35298.497,31932.449
PANL,2013-12-19,2020-07-10,848.562,2510.286
PANW,2012-07-20,2020-07-10,1687510.478,419955.454
PAR,2005-07-15,2020-07-10,8856.13,23026.482
PARR,2014-07-22,2020-07-10,36688.659,11600.442
PATI,2015-02-02,2020-07-10,718.695,1001.067
PATK,2005-07-18,2020-07-10,32981.22,648.337
PAYC,2014-04-15,2020-07-10,568883.616,24934.819
PAYS,2010-07-16,2020-07-10,16096.165,2.417
PAYX,2005-07-15,2020-07-10,793363.353,457271.19
PB,2005-07-15,2020-07-10,151322.442,26877.144
PBCT,2005-07-15,2020-07-10,384734.041,32167.65
PBF,2012-12-13,2020-07-10,427708.021,235249.834
PBH,2005-07-15,2020-07-10,89636.166,43505.759
PBHC,2005-07-18,2020-07-10,363.671,164.437
PBI,2005-07-15,2020-07-10,251105.96,133763.103
PBIP,2005-07-15,2020-07-10,1219.141,1152.637
PBPB,2013-10-04,2020-07-10,37947.674,137199.651
PBYI,2017-01-03,2020-07-10,386818.067,642341.198
PCAR,2005-07-15,2020-07-10,872019.444,322168.959
PCH,2005-07-15,2020-07-10,86566.706,86719.598
PCRX,2011-02-03,2020-07-10,240116.242,7885.971
PCSB,2017-04-21,2020-07-10,9798.997,18515.742
PCTI,2005-07-15,2020-07-10,4014.479,5119.683
PCTY,2014-03-19,2020-07-10,150528.97,48400.511
PCYG,2013-10-28,2020-07-10,4893.587,8292.148
PCYO,2005-07-15,2020-07-10,2077.885,1596.118
PD,2019-04-11,2020-07-10,266723.209,261628.659
PDCE,2005-07-18,2020-07-10,262285.473,38223.755
PDCO,2005-07-15,2020-07-10,270959.799,255722.901
PDEX,2005-07-15,2020-07-10,817.54,1294.028
PDFS,2005-07-15,2020-07-10,16538.003,20318.636
PDLB,2017-10-02,2020-07-10,3359.988,7018.004
PDLI,2005-07-15,2020-07-10,95172.239,107703.587
PDM,2010-02-10,2020-07-10,124367.485,37068.511
PDSB,2015-10-01,2020-07-10,8800.326,12453.007
PE,2014-05-23,2020-07-10,855121.314,280389.636
PEB,2009-12-09,2020-07-10,158479.27,33295.071
PEBK,2005-07-18,2020-07-10,799.412,492.466
PEBO,2005-07-15,2020-07-10,6063.587,3145.643
PED,2013-09-10,2020-07-10,2433.971,1765.608
PEG,2005-07-15,2020-07-10,843532.571,315882.655
PEGA,2005-07-15,2020-07-10,76645.129,3769.319
PEI,2005-07-15,2020-07-10,56005.759,31165.941
PEIX,2005-07-15,2020-07-10,79876.342,59178.575
PEN,2015-09-18,2020-07-10,285021.473,88558.901
PENN,2005-07-15,2020-07-10,346275.237,254383.951
PEP,2017-12-20,2020-07-10,4675080.272,4374925.437
PESI,2005-07-15,2020-07-10,1900.174,3642.449
PETQ,2017-07-21,2020-07-10,99893.097,65950.518
PETS,2005-07-15,2020-07-10,58625.452,35335.65
PFBC,2005-07-18,2020-07-10,13528.968,5034.021
PFBI,2005-07-19,2020-07-10,1209.792,489.476
PFE,2005-07-15,2020-07-10,6381725.402,3758703.816
PFG,2017-12-18,2020-07-10,600016.859,670094.489
PFGC,2015-10-01,2020-07-10,204601.942,67204.846
PFIE,2009-01-20,2020-07-10,3092.609,51.232
PFIN,2005-07-15,2020-07-10,373.53,430.221
PFIS,2012-07-17,2020-07-10,2573.273,517.358
PFMT,2012-08-10,2020-07-10,9695.263,31428.71
PFNX,2014-07-25,2020-07-10,11825.681,9474.452
PFPT,2012-04-20,2020-07-10,354045.875,19247.013
PFS,2005-07-15,2020-07-10,31277.914,24228.027
PFSW,2005-07-15,2020-07-10,5209.197,2263.091
PG,2005-07-15,2020-07-10,5428904.351,2823957.376
PGC,2008-08-19,2020-07-10,7088.924,2781.046
PGR,2005-07-15,2020-07-10,889935.205,524332.698
PGRE,2014-11-19,2020-07-10,175389.248,317294.61
PGTI,2006-06-28,2020-07-10,30904.617,24312.216
PH,2005-07-15,2020-07-10,1035471.899,342931.144
PHAS,2018-10-18,2020-07-10,23046.47,23394.247
PHIO,2014-02-11,2020-07-10,5186.042,3516.178
PHM,2005-07-15,2020-07-10,1006195.154,1046644.711
PHX,2005-07-15,2020-07-10,5312.933,1879.086
PI,2016-07-21,2020-07-10,128467.613,189501.226
PICO,2005-07-15,2020-07-10,14172.183,7751.054
PIH,2014-04-01,2020-07-09,1046.842,3545.978
PII,2005-07-15,2020-07-10,455111.775,140129.887
PINC,2013-09-26,2020-07-10,149361.798,117759.16
PINS,2019-04-18,2020-07-10,2244831.212,1912021.841
PJT,2015-09-22,2020-07-10,45147.075,49300.089
PK,2016-12-13,2020-07-10,459110.64,401977.18
PKBK,2005-07-15,2020-07-10,1060.152,389.165
PKE,2005-07-15,2020-07-10,9762.861,8946.45
PKG,2005-07-15,2020-07-10,360920.257,72489.173
PKI,2005-07-15,2020-07-10,305100.602,134204.57
PKOH,2005-07-15,2020-07-10,8686.532,4497.321
PLAB,2005-07-15,2020-07-10,45306.737,134182.992
PLAN,2018-10-12,2020-07-10,829424.8,443311.641
PLAY,2014-10-10,2020-07-10,372276.896,101276.412
PLBC,2005-07-18,2020-07-10,486.162,310.003
PLCE,2005-07-15,2020-07-10,310094.899,270587.903
PLD,2011-06-03,2020-07-10,1174199.655,901210.241
PLNT,2015-08-06,2020-07-10,435545.447,60536.616
PLOW,2010-05-05,2020-07-10,20413.484,7289.511
PLPC,2005-07-15,2020-07-10,3372.368,1244.088
PLSE,2016-05-18,2020-07-10,19719.021,1621.458
PLT,2005-07-15,2020-07-10,108590.874,146464.199
PLUG,2005-07-15,2020-07-10,154085.686,54733.381
PLUS,2005-07-15,2020-07-10,22696.179,1746.742
PLXP,2014-03-13,2020-07-10,2722.164,3331.59
PLXS,2005-07-15,2020-07-10,92867.636,126846.58
PLYA,2015-11-10,2020-07-10,24531.857,19693.238
PLYM,2017-06-09,2020-07-10,8315.497,2679.146
PM,2008-03-17,2020-07-10,3025761.766,2741547.497
PMBC,2005-07-15,2020-07-10,1771.788,3554.757
PMD,2008-09-24,2020-07-10,1827.081,367.588
PMT,2009-07-30,2020-07-10,71042.17,9319.867
PNBK,2005-07-15,2020-07-10,391.949,606.351
PNC,2005-07-15,2020-07-10,1792940.14,535556.652
PNFP,2005-07-15,2020-07-10,79457.572,4562.665
PNM,2005-07-15,2020-07-10,111907.065,61834.048
PNR,2005-07-15,2020-07-10,425809.218,201431.824
PNRG,2005-07-15,2020-07-10,998.915,1212.481
PNW,2005-07-15,2020-07-10,336443.239,117738.108
POAI,2015-08-26,2020-07-10,7833.61,2573.988
PODD,2007-05-15,2020-07-10,200393.543,32991.556
POOL,2005-07-15,2020-07-10,150655.26,60985.362
POR,2006-03-31,2020-07-10,147404.819,58613.802
POST,2012-01-27,2020-07-10,385052.869,97207.216
POWI,2007-08-13,2020-07-10,90747.96,46192.413
POWL,2005-07-15,2020-07-10,14617.148,2572.881
PPBI,2005-07-15,2020-07-10,30380.859,985.414
PPC,2012-12-28,2020-07-10,250420.981,84685.417
PPG,2005-07-15,2020-07-10,1002901.472,355316.563
PPIH,2005-07-18,2020-07-10,2114.118,983.358
PPL,2005-07-15,2020-07-10,861422.306,198904.33
PPSI,2013-09-19,2020-07-10,604.101,550.434
PQG,2017-09-29,2020-07-10,29753.748,63601.699
PRA,2005-07-15,2020-07-10,65279.62,40355.273
PRAA,2005-07-18,2020-07-10,112541.029,85753.179
PRAH,2014-11-13,2020-07-10,284527.93,64225.296
PRCP,2005-07-15,2020-07-10,2685.27,1161.256
PRFT,2005-07-15,2020-07-10,35054.397,13764.039
PRGO,2013-06-06,2020-07-10,1267377.096,1441332.767
PRGS,2005-07-15,2020-07-10,77054.792,65116.76
PRGX,2005-07-18,2020-07-10,7476.832,20736.851
PRI,2010-04-01,2020-07-10,136175.587,84899.933
PRIM,2006-10-26,2020-07-10,30545.633,1921.618
PRK,2005-07-15,2020-07-10,17712.433,7738.204
PRLB,2012-02-24,2020-07-10,164857.263,53782.823
PRMW,2005-07-15,2020-07-10,67573.287,59582.679
PRNB,2018-09-14,2020-07-10,81335.168,32866.41
PRO,2007-06-28,2020-07-10,41996.666,21859.422
PROV,2005-07-15,2020-07-10,2512.443,2539.765
PRPH,2005-07-15,2020-07-10,352.478,2185.155
PRSC,2005-07-15,2020-07-10,27369.567,12225.738
PRSP,2018-05-24,2020-07-10,245644.627,355316.26
PRTA,2012-12-21,2020-07-10,95198.294,10217.552
PRTK,2009-02-03,2020-07-10,22914.901,1443.52
PRTS,2007-02-09,2020-07-10,5155.209,23403.041
PRTY,2015-04-16,2020-07-10,99431.212,109029.212
PRU,2005-07-15,2020-07-10,1518681.433,839146.702
PRVB,2018-07-24,2020-07-10,50985.269,1775.686
PS,2018-05-17,2020-07-10,299149.964,202350.239
PSA,2005-07-15,2020-07-10,957990.854,261463.515
PSB,2005-07-15,2020-07-10,60218.923,20383.731
PSMT,2005-07-15,2020-07-10,72942.269,1735.737
PSN,2019-05-08,2020-07-10,123423.024,146872.507
PSTG,2015-10-07,2020-07-10,406795.843,213777.899
PSTV,2018-05-24,2020-07-10,10560.247,2589.349
PSX,2012-04-12,2020-07-10,1883296.9,1329287.833
PTC,2005-07-15,2020-07-10,341022.298,136227.702
PTCT,2013-06-20,2020-07-10,201583.617,40223.383
PTE,2017-01-11,2020-07-10,42511.275,21480.643
PTEN,2005-07-15,2020-07-10,669499.941,748309.61
PTGX,2016-08-11,2020-07-10,26584.829,10787.07
PTI,2016-02-11,2020-07-10,42685.352,15193.095
PTN,2005-07-15,2020-07-10,6176.462,13147.164
PTSI,2005-07-15,2020-07-10,3911.237,4327.001
PTVCA,2018-08-02,2020-07-02,428.672,526.836
PTVCB,2005-07-15,2020-07-10,3198.368,1304.947
PULM,2014-03-21,2020-07-10,13320.977,1434.394
PUMP,2017-03-17,2020-07-10,198549.828,157234.656
PVAC,2016-11-08,2020-07-10,67607.551,16469.406
PVBC,2015-07-16,2020-07-10,2425.657,2351.457
PVH,2005-07-15,2020-07-10,727047.953,134196.192
PW,2005-07-15,2020-07-10,693.233,90.426
PWOD,2005-07-15,2020-07-10,1818.717,381.309
PWR,2005-07-15,2020-07-10,482941.929,137339.1
PXD,2005-07-15,2020-07-10,1648631.117,800683.632
PXLW,2005-07-15,2020-07-10,13370.256,36027.957
PYPL,2015-07-06,2020-07-10,5131595.2,3530344.676
PZG,2015-04-10,2020-07-10,775.175,742.46
PZN,2007-10-25,2020-07-10,3612.844,16242.181
PZZA,2005-07-15,2020-07-10,174871.572,90460.09
QADA,2010-12-16,2020-07-10,8690.405,1891.22
QADB,2005-07-15,2020-06-29,1532.875,2766.119
QCOM,2005-07-15,2020-07-10,5847637.838,4121408.84
QCRH,2005-07-18,2020-07-10,4644.719,336.898
QDEL,2005-07-15,2020-07-10,87426.127,73073.491
QEP,2010-06-17,2020-07-10,497208.365,344385.027
QLYS,2012-09-28,2020-07-10,141073.847,20906.86
QNST,2010-02-11,2020-07-10,32949.353,34113.649
QRHC,2014-05-19,2020-07-10,950.004,3101.494
QRTEA,2006-05-04,2020-07-10,562173.667,508449.757
QRVO,2015-01-02,2020-07-10,977884.827,1391220.884
QTRX,2017-12-07,2020-07-10,25496.755,19201.519
QTS,2013-10-09,2020-07-10,150925.81,26059.909
QTWO,2014-03-20,2020-07-10,115783.594,34035.833
QUAD,2010-07-06,2020-07-10,28241.162,11137.796
QUIK,2005-07-15,2020-07-10,6768.086,7842.971
QUMU,2005-07-15,2020-07-10,4594.048,16277.167
QUOT,2014-03-07,2020-07-10,61653.668,112809.238
R,2005-07-15,2020-07-10,301697.494,152294.255
RAD,2005-07-15,2020-07-10,569180.485,159530.792
RAIL,2005-07-15,2020-07-10,42708.046,92362.726
RAMP,2018-10-03,2020-07-10,299325.285,389824.09
RARE,2014-01-31,2020-07-10,263090.251,141261.489
RAVE,2005-07-18,2020-07-10,2104.187,488.346
RAVN,2005-07-15,2020-07-10,26318.264,20257.096
RBB,2017-07-26,2020-07-10,9429.596,13135.587
RBBN,2005-07-15,2020-07-10,91167.609,214551.665
RBC,2005-07-15,2020-07-10,155145.135,57553.807
RBCAA,2005-07-15,2020-07-10,5771.198,2439.644
RBCN,2007-11-16,2020-07-10,36077.464,48672.456
RBNC,2015-07-07,2020-07-10,2429.043,961.329
RC,2013-02-08,2020-07-10,11639.706,7573.821
RCII,2005-07-15,2020-07-10,150701.336,109097.942
RCKT,2018-01-05,2020-07-10,47864.171,53888.167
RCKY,2005-07-15,2020-07-10,4602.027,8709.884
RCL,2005-07-15,2020-07-10,1170224.379,509014.278
RCM,2017-03-15,2020-07-10,63709.951,13804.982
RCMT,2005-07-18,2020-07-10,627.733,347.049
RCUS,2018-03-15,2020-07-10,43884.667,24504.615
RDFN,2017-07-28,2020-07-10,234179.192,255842.423
RDI,2009-08-04,2020-07-10,3938.702,1201.128
RDN,2005-07-15,2020-07-10,338021.556,298935.234
RDNT,2007-02-14,2020-07-10,15824.745,10500.688
RDUS,2014-06-06,2020-07-10,236749.878,72608.896
RDVT,2018-03-26,2020-07-10,7637.218,7282.217
RE,2005-07-15,2020-07-10,393298.451,320639.081
REED,2012-12-31,2020-07-10,2691.98,2914.845
